amount,rooted,emulator,new_beneficiary,unusual_location,late_night,high_frequency,typing_speed,hesitation_time,cancelled_attempts,rapid_retries,fraud
16978,0,0,0,0,0,1,64.56586602497141,2.73519919121295,2,0,0
30276,0,1,1,0,0,1,59.016501906749596,0.506960390123225,1,1,1
95755,0,0,1,1,1,0,39.910491663102746,2.697284129934264,3,0,1
24010,0,1,0,1,1,1,48.21887483919781,4.196131701703126,2,1,1
14021,0,0,0,0,0,1,94.84364910108852,0.045694752524831905,1,0,0
2876,1,1,1,1,0,1,52.55115827188568,4.543653769540573,0,1,1
5908,0,0,0,1,1,0,63.77571560972824,2.8809521724425173,4,1,0
18405,0,1,1,0,1,0,84.01054127729991,3.212071363361664,2,0,0
39029,0,0,1,1,1,1,52.130286403753985,3.649499369853526,3,0,1
4016,1,1,0,1,0,0,73.64536127551659,4.64227702674931,5,1,1
34403,0,0,1,1,1,0,61.27940579513013,3.471743971324599,2,1,1
10966,1,1,0,1,1,0,60.856163903587614,2.1995531618922097,2,0,1
50052,1,1,0,0,0,1,70.55627899652828,4.293703809102938,1,0,1
96209,0,0,1,1,0,0,48.571746317807964,4.754327747137845,5,1,1
6088,1,0,0,1,1,0,62.898942709998856,3.1060421354792433,0,1,1
29641,0,0,1,0,0,0,69.20360010367378,3.8250716809046685,0,0,0
95686,0,1,0,0,0,0,41.996787362495866,2.7621837286777016,3,0,0
62911,0,1,1,1,0,0,93.4683512925672,0.5552646636969322,3,1,1
69507,1,1,1,1,1,0,90.39002779007303,3.054578017910779,3,0,1
94823,0,0,1,0,1,1,48.37826080187911,2.848909663620256,5,1,1
41584,0,1,0,0,1,0,58.874129550967794,2.5015639032287136,3,1,1
31427,0,0,1,0,1,0,90.82154756486668,2.8222321083563813,4,1,0
88030,1,1,1,0,1,1,74.58534969989378,1.6954223356214575,3,0,1
83649,1,1,1,0,1,0,73.09919400093686,4.007221991032766,1,0,1
65016,1,1,0,0,0,1,83.38084831695599,1.2155591369688317,0,1,1
94891,1,0,1,0,1,1,77.84841798534076,2.1602951622267392,0,0,1
39464,0,1,1,0,1,0,70.48508799723118,3.5676605970255433,1,0,0
1597,0,1,1,1,1,1,59.48034159836799,2.8114663775881112,0,1,1
54720,1,0,0,1,0,1,69.82201440294698,0.6525186472573313,0,1,1
86577,0,1,1,1,0,0,92.53142241469475,2.4771546345814914,4,0,1
91758,1,0,0,1,1,0,91.1925870279248,3.7345692994948587,5,1,1
75896,0,1,0,1,0,0,64.96531530312629,0.35192152316477543,4,1,1
18826,0,1,0,1,0,1,45.49368026322365,4.258311206491499,5,1,1
85834,1,0,0,0,1,1,66.50086873376829,2.5561123494319937,5,0,1
29442,1,1,0,1,0,1,29.740379777097843,2.6413716733806836,3,1,1
48627,0,0,1,0,0,1,78.15892458717019,2.8200407537426457,3,1,1
72383,1,0,1,1,1,1,62.160703140509135,1.2178296676760825,2,0,1
34227,0,1,0,1,0,1,55.25323150901158,1.9038239795427836,4,1,1
20894,0,1,0,1,0,1,51.973471622024704,3.344465955993015,1,0,1
5464,0,1,1,1,1,1,61.55918020919458,1.9749653735674721,1,1,1
74970,0,1,1,1,1,1,52.44301294268578,4.689359752550552,2,1,1
43628,1,1,1,1,0,0,77.8982775449409,4.531717554258644,4,1,1
83958,0,0,0,1,0,1,35.993392815609276,0.8799918450774524,4,0,0
62681,0,0,1,1,1,0,77.7384215185214,0.9928393485599868,1,1,1
47121,0,0,1,0,0,0,81.49493745549641,2.0551058751177456,4,1,0
39623,1,0,0,1,0,0,79.92290599869985,2.9157556182918443,3,0,0
85688,0,0,0,1,0,0,56.259551878678195,4.412049736611794,4,1,1
60003,1,1,1,1,0,1,66.62436509209762,0.6279525250319246,4,1,1
8858,1,0,1,0,1,1,65.90452734173677,3.976864774792486,5,0,1
78682,1,0,0,0,1,0,45.52124378840094,0.607181042424419,1,0,0
66135,1,1,1,0,1,0,53.244672854690464,2.7767898363461256,4,1,1
86454,1,1,1,0,0,1,78.85859514822792,2.897768539741365,0,0,1
61612,1,1,1,0,0,1,53.292678436562795,4.820061913433918,4,1,1
72055,1,1,1,0,1,0,91.73208902501688,3.7591807614123587,1,0,1
42232,0,0,1,1,0,1,76.65285068060665,3.6167737351329765,0,0,0
49233,0,1,0,1,1,0,54.002562813232664,0.12510697506762758,3,0,0
65343,1,0,1,1,1,1,84.22869663702416,3.781129335723759,0,0,1
52742,1,1,1,1,0,1,68.85195626706947,3.39056225605134,4,0,1
49430,1,1,0,0,0,0,88.49320160021351,3.395909425437613,4,1,1
75514,0,0,1,0,1,0,71.51743577826392,0.2532987230211442,2,0,0
2472,1,0,1,1,0,1,80.89259451060762,1.959544669427139,3,1,1
9470,0,1,0,1,1,0,78.78961496976346,0.5742395219547947,1,1,1
99329,0,0,0,0,0,1,65.35909812921831,4.560123652497095,1,0,0
9285,1,1,1,0,1,1,65.86276260772462,1.8343114840400627,1,0,1
94223,0,1,0,0,0,1,76.38989844826204,4.381111999333919,2,0,1
13279,1,0,1,1,0,1,75.55348057707248,1.5886955493077881,1,1,1
65952,1,0,1,0,0,0,88.59164709485371,3.355822585494888,0,0,0
72930,1,0,0,0,1,1,82.00062326890806,0.047275485090542135,3,1,1
22563,0,1,0,1,1,0,76.70145754015203,3.488153323577374,4,1,1
24376,1,0,1,1,0,0,45.924378901298056,3.486396584689216,5,1,1
44046,0,0,1,1,0,0,83.24966019276822,0.689169684217385,1,0,0
17379,1,1,1,1,0,1,72.52125243159841,2.2372698930933232,3,1,1
11805,1,0,0,0,0,1,62.98447541172992,3.416074194806934,4,1,1
70031,1,0,0,0,1,0,68.74309728691982,2.6541771809974435,4,1,1
68164,1,0,1,1,0,0,31.521076920531527,4.626918044526432,0,0,1
30153,1,0,1,0,0,0,92.47930641971821,1.0542849228366142,0,1,0
29435,0,1,1,0,1,0,75.3809851822199,4.825381437869599,4,0,1
88219,1,0,1,1,0,0,96.86322728362165,2.4649050311342724,1,1,1
75149,1,1,1,1,0,0,108.00771540146735,4.99876640206075,5,1,1
5378,1,1,1,0,0,0,29.962009452565255,2.1317368063439486,2,1,1
4631,0,0,1,1,1,0,59.62853264364424,4.3435679344626665,2,1,1
58839,1,1,1,1,0,1,66.14098427387266,4.180720009674322,1,1,1
60304,1,0,1,0,0,1,70.99809986931184,2.6945566654466715,4,0,1
14729,1,1,0,1,1,1,55.86126529566222,3.813398983264053,1,1,1
29237,1,0,0,0,1,1,87.02853391657625,3.7139948719242573,2,1,1
7576,0,1,1,1,0,1,90.74295719150243,0.6635834103921601,4,0,1
12316,1,1,1,0,1,1,46.87064977422695,3.6722244192815174,5,1,1
53832,0,1,0,1,1,1,81.47025089672157,3.634376442135263,5,0,1
24052,0,1,0,1,1,1,51.750163856310984,2.152074433606975,0,0,1
15096,0,1,0,0,0,1,75.24432362802287,0.7685933389645433,0,0,0
17397,0,1,0,0,0,0,56.937378490082914,2.256079534710647,2,0,0
27052,1,0,1,1,1,1,84.74210726349743,3.734534078691569,0,0,1
89434,1,1,1,0,1,0,86.04962863964596,4.398121970932964,1,0,1
51628,0,0,0,0,0,0,71.42660801498043,1.8447666728988454,3,0,0
92060,0,1,1,1,0,1,93.17353218569207,1.690482355887593,5,0,1
18333,0,0,1,1,0,0,64.36096821502827,0.9839579853614899,3,1,0
18029,1,1,1,0,0,1,77.7198235948541,1.8338654165736434,5,1,1
75436,0,1,0,1,1,0,77.08280692125086,1.194603727602943,0,1,1
40873,0,1,0,1,1,1,68.19000914929252,1.6837402587054644,1,1,1
10293,0,1,1,1,0,1,80.23717246721134,2.7027271200017173,0,1,1
18289,0,1,0,0,0,1,82.19134712912073,2.8395416385673116,0,0,0
47009,0,1,0,0,1,1,60.83245994722286,3.707776082704849,5,0,1
62790,1,1,0,1,0,0,74.97105715457617,4.915079530371404,4,0,1
22918,0,1,1,0,1,1,68.8922864429729,0.44778256627182933,1,0,1
61594,1,0,1,1,0,1,72.40551522108994,1.1779944910745193,5,0,1
50235,1,0,1,0,0,0,93.59162693764921,2.0493157617595137,2,1,1
37962,1,1,0,1,0,0,54.521748759825336,4.83806073907218,1,1,1
37673,1,0,0,0,1,1,88.43845453680336,1.4063580460954554,1,0,0
61391,1,1,1,0,1,1,63.53755400739787,4.38614934828551,0,0,1
47939,0,0,0,0,1,1,63.665406592358025,2.029886375919792,4,1,0
9353,1,1,0,1,1,1,63.89260149753608,4.793494746981052,4,1,1
76183,1,0,0,0,0,0,68.68684166959356,0.18144556685129654,0,0,0
39801,0,0,0,1,0,1,71.21965735066638,1.209794077121646,4,1,0
29144,1,1,1,1,1,1,59.596911216231874,0.19501777642746687,1,0,1
47111,0,0,1,0,1,1,36.30060127672982,3.7583694202330094,2,0,0
69453,0,1,0,1,1,1,76.4451564769886,3.25968987966443,2,0,1
99121,0,1,1,0,0,0,65.55703984963809,1.1602166530436682,2,1,1
57540,0,0,1,0,0,0,53.578906326718396,0.27545049824523604,4,1,0
46809,0,1,1,1,1,1,67.21910449652934,3.96118079087179,3,1,1
4837,1,0,0,1,1,1,68.35598076623882,3.799734272125412,5,1,1
96153,0,0,1,1,1,1,103.89248252832522,4.596758395394401,0,1,1
62663,0,0,0,1,0,0,78.83922673537356,0.8359460051206552,5,1,0
13709,1,0,1,1,0,1,84.80883605410824,2.8699031877879637,3,0,1
91429,1,0,1,0,0,1,72.71136944726923,4.590944248797959,5,1,1
5323,1,0,1,1,1,0,72.2949269438898,1.0277379120568502,5,0,1
13608,1,1,1,1,0,0,74.89290051718883,3.0366635982456747,0,1,1
28817,0,0,0,1,0,1,51.29916955683143,3.0355209985540332,3,0,0
70433,1,0,1,1,0,0,62.811616505249596,0.20902400825854484,0,0,1
69400,0,0,1,0,0,1,60.45432079023721,3.9112565851266723,2,1,1
45236,1,1,1,1,1,0,60.14709464929449,3.9475427168145787,2,1,1
59560,1,1,1,1,0,1,51.71770945940043,0.9584646241823902,1,0,1
80082,1,1,1,1,0,0,60.05425522922761,0.21261207229959056,5,1,1
3568,1,0,0,1,1,0,85.67675657100285,3.600132024534313,5,0,0
75318,1,0,0,0,0,1,45.29430541599896,0.6740650125155756,3,1,1
50123,0,0,0,1,1,0,78.87697816044056,3.447277784114193,0,1,1
53009,0,1,0,0,1,0,103.06660884410473,0.7514891976396137,2,1,1
55888,0,1,1,1,0,0,102.43007046576929,4.301653639015451,0,1,1
36353,1,1,0,0,0,1,69.13257567541967,3.0574134897506404,5,0,1
58229,0,0,0,0,0,0,72.9233161450891,2.8838606306627685,2,0,0
35196,1,0,1,0,1,1,93.89041696522014,2.6716266292339914,0,0,1
36976,1,1,0,1,1,0,57.398623131505985,0.2062353310567372,3,1,1
33779,0,0,0,1,1,1,93.6148234099648,4.193922908515944,0,1,1
53228,0,1,1,0,1,0,69.403206267132,2.2658704506316667,2,1,1
19239,1,1,0,0,0,0,95.38791847470677,1.85030983797838,0,1,0
75219,1,1,0,0,0,1,58.08801277088051,3.155041163519319,2,1,1
27887,0,0,0,0,1,0,79.84095433774702,2.4988103290171026,5,0,0
58011,1,1,0,0,0,1,88.61167645994621,1.4376770409830986,5,0,1
97147,0,1,1,1,1,1,71.17402257086965,0.740784786150353,1,0,1
38094,0,0,0,1,0,1,48.46840581377312,0.5067056264113567,4,1,0
81790,1,0,1,0,1,0,84.37643993622595,1.1825138673469886,4,1,1
92902,1,1,1,1,1,1,80.23815330876563,4.350548547365759,3,1,1
16816,1,0,1,1,1,1,58.985633904547264,0.5491406766006546,2,0,1
88645,1,0,1,1,0,1,74.97650234108649,4.076141317551371,3,1,1
37044,0,0,0,1,0,0,70.1902733165914,4.341006910955996,5,0,0
40327,1,0,0,1,1,0,57.931233290140405,4.125331312225773,3,1,1
55478,0,1,0,0,1,0,55.41244465639812,4.317918174225399,5,0,1
19104,0,0,1,1,1,1,46.15235530266118,1.0751194562524324,0,1,1
57806,1,1,1,1,0,1,82.05151637106687,4.977119051896871,4,1,1
10599,0,0,1,1,1,0,61.43541273163511,2.7141069287792607,3,1,1
57231,1,0,0,1,0,0,78.39188931160278,4.053148221578949,2,1,1
1667,1,1,0,1,0,0,85.16723794182937,2.4261454726940817,2,0,1
98310,0,0,0,1,1,1,57.524844699689,0.9546528676098459,1,0,0
39541,0,0,0,1,0,0,68.63628985527608,4.2308517948176085,4,1,0
52237,0,1,0,1,1,0,52.005068444191295,2.453188904423653,3,0,1
3174,1,1,0,1,1,0,82.82828928999764,4.861375738720898,5,1,1
93088,1,1,1,0,0,0,47.69409547001261,4.056601633756153,1,0,1
83983,0,0,1,0,0,1,73.98260273757008,3.752494700180096,5,1,1
41257,1,0,0,1,0,0,64.94916280216306,3.595688347044286,2,0,0
19611,1,0,1,1,0,0,82.64973184398458,3.0457371983581467,4,1,1
93976,0,1,0,0,0,0,68.96871383290855,4.486212831556047,2,0,0
50609,1,0,1,1,0,0,99.74876398961118,3.105368799650483,3,0,1
71555,0,1,0,0,0,1,68.46817919994582,4.979916316955151,0,0,1
4562,0,1,0,0,1,0,72.33257779971282,2.6120428808473872,4,0,0
9427,0,1,0,0,0,1,82.50947642403382,0.40880590003674777,1,1,0
58589,1,1,1,0,1,1,77.38443973916735,3.7871519477417763,1,1,1
68217,0,1,0,1,0,1,58.190596547984526,0.2199273736175572,0,0,1
72065,0,0,1,0,0,1,74.59487125791223,1.9286022836369054,1,0,0
78280,0,1,0,1,1,0,61.585453722824326,2.247169723597394,0,0,1
3732,0,1,1,1,1,1,96.8084600420553,4.439512604695537,5,0,1
70452,1,1,1,1,1,1,37.74480733748702,2.805456603153354,4,0,1
95642,0,1,0,0,1,1,88.82704593541573,4.720563600207218,3,0,1
40041,1,0,0,0,0,0,69.10412622932331,1.2007476547129814,5,1,0
79245,0,0,0,0,0,1,50.62922501187711,1.402778957908808,3,1,0
21448,1,0,1,1,1,1,50.16429574866362,1.8259168286852878,5,0,1
58829,1,1,0,1,0,0,72.06045055475347,3.6492013603982802,5,0,1
43866,1,0,0,0,0,0,52.23377101493292,3.4008565107310122,4,1,0
33586,1,0,1,1,1,1,77.10760870450805,1.0290475796846592,5,0,1
41948,0,1,1,0,1,1,64.08554292245869,2.0185931405482527,1,0,1
49038,0,1,1,0,0,0,75.1034387553798,1.758982349878928,0,1,0
59817,1,1,0,1,1,0,47.70681868961327,3.7963299470929885,4,1,1
49887,1,1,0,1,0,0,33.532911175627845,1.8399957422146296,4,1,1
97793,1,1,0,0,1,1,49.50383516858594,3.7795121446564,3,0,1
43471,0,0,0,0,0,1,95.19489405372119,2.741759218603266,4,0,0
93484,1,0,1,1,1,1,87.92455681542597,4.71293154538703,2,0,1
40479,1,0,1,1,1,0,80.54838834933184,4.888335396485022,4,1,1
83146,0,0,1,1,1,1,82.98831956230958,3.1476199453574356,0,1,1
20445,0,0,0,1,1,1,76.52339721688892,4.5982577865423435,4,0,0
84127,0,1,1,0,0,1,104.02404149415221,3.6082758530105616,0,0,1
14201,0,0,0,0,0,1,64.80400560262044,3.3894507783678565,5,0,0
84736,0,0,1,0,0,0,80.60939849560873,2.3275045119577653,3,1,1
27396,0,0,1,0,0,0,64.28046799825779,2.8011863216376516,2,0,0
31731,1,0,0,0,1,0,76.87334675587192,1.9471368247975192,2,1,0
54796,1,0,1,0,0,1,91.40492781017537,0.874846914022776,3,0,1
13714,0,1,1,0,1,1,61.31434423864291,4.623619911502733,1,1,1
56645,1,1,0,0,0,0,42.88028803028104,1.0593748954551552,0,1,1
2133,0,0,1,1,1,0,62.18125632176505,2.709628000547468,2,0,0
90720,1,1,0,1,0,1,44.818118223169314,3.6854905009172096,0,0,1
63003,0,0,1,0,1,1,72.89053358631755,4.117657989410456,0,1,1
80132,0,0,1,1,0,1,67.97674905980948,1.778032526954747,3,1,1
97522,1,1,0,0,1,1,46.61990132567252,3.289407309347391,0,1,1
25426,1,1,0,0,1,0,28.36116153403764,2.2158649497755016,2,0,1
1824,0,1,0,1,0,1,70.33096157438159,4.108668534859675,4,0,1
78547,0,0,1,0,0,0,120.0,3.285798318448797,0,0,0
50268,0,0,1,1,1,0,66.17387879716497,0.2337139700614388,2,1,1
16518,0,0,0,0,0,0,61.030142370996515,3.049826187004145,0,0,0
85176,0,1,0,0,0,1,48.44425183020308,3.512107078163634,2,0,1
78926,0,1,0,1,1,1,80.72697090946836,4.543139560584385,5,1,1
35709,1,0,0,1,1,0,56.17191643275799,0.25339456782300707,2,0,0
46345,1,1,1,0,1,1,51.20470836024122,2.985152593017384,1,0,1
46816,1,1,1,1,0,0,88.16109111885008,2.503646518801888,5,1,1
77863,1,0,0,1,0,0,60.4341240476287,3.20555513846669,0,0,0
63778,1,1,0,1,1,1,71.94853388793307,3.8265421235531134,4,1,1
35749,0,1,1,1,0,1,79.71080027427415,0.6717288719294778,3,0,1
34795,0,0,1,1,0,0,46.72714594245059,2.709569057148772,0,1,0
31990,1,0,1,0,0,1,57.75513473407732,2.60303992306558,4,1,1
89345,0,0,1,0,1,0,98.24423036289922,2.575579339608683,5,0,0
94712,1,1,1,1,0,1,58.583839304451466,2.066722418130278,3,1,1
85026,1,0,1,1,0,1,61.335937119125596,4.247831803195425,2,0,1
1619,0,1,0,0,1,1,64.08596191217916,0.316546602540263,4,1,1
66263,0,0,0,1,0,1,86.55990112225896,1.9241811383593204,1,0,0
85491,1,0,1,1,1,0,95.25255335984563,2.958778762010239,5,1,1
91138,1,0,0,1,0,0,73.48869196650122,4.544585018733576,1,1,1
28151,1,1,0,0,0,0,70.87026377093193,3.1506838066699414,5,0,0
30019,1,0,1,0,1,1,63.713497451546736,0.6557217540013754,2,1,1
6792,0,0,1,0,1,1,82.66443665274281,3.4048537280393827,3,0,0
92082,1,1,0,1,1,0,63.00915003122381,1.6976071053106245,3,1,1
99362,0,1,1,1,0,0,67.77669257236514,2.9352729889692912,1,0,1
25943,1,0,1,0,0,0,96.3900077259357,2.8553823769004314,1,0,0
77164,1,0,0,1,1,1,72.62988603968253,0.8618257973957505,0,0,1
8317,0,0,0,1,1,0,78.3207928191638,4.094354153941094,5,1,0
92217,0,1,0,1,0,0,63.47433692804711,2.7003652348327583,2,0,1
75884,0,1,1,0,0,0,64.55394617150907,1.9319668586906795,4,0,1
38356,0,0,0,1,1,1,45.137551454198395,1.0294251711323654,5,0,0
50782,0,0,1,0,0,1,84.81385863663412,4.580179637025743,0,0,0
72094,1,0,1,1,1,0,64.50125001871685,1.2102576893628447,0,0,1
40159,1,0,0,1,0,1,66.49742294422322,4.674450116510529,0,1,1
86710,1,1,0,1,0,1,89.2857745758324,2.7071361560634633,3,1,1
27536,0,1,1,0,0,0,87.98799220340527,2.5141173186690184,3,1,1
96768,0,1,1,1,0,1,61.01694927009076,2.358895821047204,5,0,1
85722,0,0,1,1,0,1,64.111841070271,4.408291290930435,3,1,1
68487,1,0,1,0,1,0,40.72772321565633,4.069916374469243,5,1,1
5705,0,1,0,1,1,0,78.25351507877912,3.3813063175484928,5,0,1
39179,1,0,0,1,1,0,78.62127161930337,2.6191192081489505,5,0,0
47957,1,1,0,1,1,1,59.59072339472412,3.283773888083066,3,0,1
47234,1,0,0,0,1,0,75.23276353940003,1.2159769117144925,4,0,0
45875,0,0,1,0,1,0,82.12027282069427,2.4842580214620638,5,0,0
25563,1,0,1,0,0,1,55.366695140954555,0.7038108113064317,3,1,1
60420,1,1,0,1,1,1,66.98428824006757,0.6414672773787894,4,0,1
90905,1,0,0,1,0,1,73.26667649924396,3.5433094937835268,2,1,1
24826,0,0,1,0,1,1,77.75380792309727,4.714802567453738,5,0,0
55036,1,1,1,0,1,1,78.72350278095882,4.01262370068878,0,1,1
50715,0,0,1,0,1,1,65.44106954982544,4.694828498717117,1,1,1
61932,0,0,0,0,0,1,58.621805224985074,1.1093551461712852,0,0,0
73924,1,1,0,0,0,1,44.92787395733146,1.3083360040954446,5,1,1
1891,1,0,1,0,0,1,65.65485656112658,2.1194116186581664,4,1,1
39577,0,1,0,0,1,0,79.35724757523292,1.9158327698453725,3,1,0
47375,1,0,1,1,1,1,97.77911438431644,1.4904409910896783,4,1,1
79221,0,0,0,1,0,0,83.63083036280516,1.4619331814819998,5,1,0
70132,0,1,1,0,1,1,72.08349859525644,4.565300862498126,5,0,1
25016,0,0,0,1,1,0,69.95696007540207,0.9045024749762798,1,1,0
41208,1,1,1,0,1,1,61.38709078701808,4.371962700521042,5,0,1
22841,0,0,0,1,1,0,51.58855192818406,2.549661538297909,0,0,0
16469,0,1,1,1,1,1,83.41189915149747,4.6345493193083485,0,1,1
32453,1,0,1,0,0,1,88.31888988630797,0.08927929784111,5,0,0
42326,1,0,1,1,0,0,52.3255093731877,1.1099275262916164,5,0,0
96141,0,0,1,1,1,0,88.83428207526853,2.494503975533322,5,1,1
64496,0,0,0,1,1,1,73.9183544525081,0.7073865081255382,2,0,0
5887,0,0,1,1,0,1,82.4903769643418,1.0751468391250358,4,0,0
39563,1,1,1,0,1,1,97.04858555488195,2.3711291812990454,2,1,1
4932,0,0,1,0,1,1,51.229266919424745,3.8387221702499934,3,1,1
4696,0,1,0,1,1,1,54.87839430655484,3.9264612380919144,2,1,1
32776,1,1,1,1,1,1,66.93357561506825,3.0778771780940275,0,0,1
79953,1,0,0,0,1,1,57.29729982334861,4.545069103735411,0,1,1
32016,0,0,1,1,1,1,59.752779497104164,3.147047444928879,0,0,1
31432,1,0,1,0,0,0,83.75047382301813,0.11909912564396496,5,1,0
12215,0,1,1,1,0,0,73.15018041992217,2.5898914328024345,3,0,1
86600,0,0,1,1,1,0,73.98402153604572,4.837948523434635,5,1,1
23537,1,0,0,1,0,1,71.75004056768626,3.280669978925052,4,0,1
18453,0,0,0,0,1,1,61.55585753704777,3.442068109547638,0,0,0
16534,0,0,1,1,0,0,73.82483840985667,0.5706341632668244,5,0,0
28212,1,0,1,0,1,0,68.30964414847605,1.798471589484526,1,0,0
65562,0,0,1,0,0,1,84.13507168049827,4.231867635633225,4,1,1
46152,1,1,0,0,1,1,80.60140912939313,0.5516207592122246,2,0,1
61702,0,0,1,0,0,1,77.27212648063566,4.196179905068645,4,1,1
82394,1,1,0,1,1,0,70.95542003109165,2.8656742301912135,3,0,1
20865,1,1,0,0,1,0,64.23390388257313,1.969314745347791,3,1,1
83757,1,0,1,0,1,0,52.84534130124334,4.6510095496340895,4,0,1
60382,1,0,0,0,0,1,114.86842917789141,0.14721866538657258,5,1,1
25105,1,1,1,0,1,1,70.04069495393878,4.6338865004778205,2,0,1
38734,1,0,0,1,1,0,81.021412508373,4.392065318939497,0,1,1
49251,0,0,1,0,1,1,83.32978780683469,4.934237680831165,0,1,1
52013,0,0,1,0,0,0,70.783892395975,2.0836389058881477,5,0,0
68389,1,0,1,0,1,0,68.4399869170761,2.3034431315760413,5,1,1
94847,0,1,1,0,0,1,61.733221982577966,3.5265373258374093,2,0,1
92006,1,1,1,1,0,1,46.58643089138758,0.5512498878307409,5,1,1
97464,1,1,1,0,1,1,97.82004192896625,1.2178908146164695,5,0,1
94293,0,0,0,1,1,1,62.84051759795524,2.2100019151789416,2,1,1
15982,1,1,0,0,1,0,54.79342831737688,3.5885330139479557,0,1,1
93856,0,1,0,1,1,0,92.68875651544248,2.4822889666973538,4,1,1
22937,1,1,1,0,0,0,66.94048640096635,1.1478385182021444,2,1,1
66640,1,0,1,0,0,0,72.531853665787,1.4588614767313424,3,0,0
52357,0,0,1,0,1,1,63.76095155635002,3.7483509018117416,3,0,1
99718,1,0,1,0,1,0,47.85548410492252,4.029528576518102,3,0,1
88870,1,0,1,1,0,0,70.84327949614975,2.1808354761503597,0,0,1
86220,1,0,1,0,1,0,69.85129210768974,0.9666538028975746,4,1,1
69528,0,1,0,1,0,0,64.4744968055781,2.874434154942018,2,0,1
45293,0,1,1,0,0,1,86.08209028751897,2.0005635704103923,5,1,1
81336,0,0,1,0,0,0,81.08488459767867,3.194682712142307,0,0,0
12215,0,0,1,1,0,1,91.63836505292339,4.124420251147395,0,0,0
89884,0,1,1,0,0,1,55.5086575292554,2.64022790433199,0,0,1
12758,1,1,1,1,0,0,79.30578087200334,4.509390613192315,5,0,1
21107,0,0,0,0,1,1,101.01552045259085,1.8435527862276717,4,1,0
3102,0,0,1,0,1,1,79.98199567425532,2.4039958877531693,0,0,0
53321,1,0,1,1,1,0,79.89975325955498,2.8533253308566615,3,1,1
22702,1,1,0,0,1,0,71.16128611750906,3.594584375501919,3,0,1
23872,0,1,0,1,1,1,81.59902155209377,2.6436903826234737,2,1,1
90406,1,0,1,0,0,0,57.16011549302827,4.055537690862546,2,1,1
79517,1,0,0,0,0,1,60.849965701455965,3.483092911473544,4,0,1
80162,1,1,0,1,0,1,57.36605803252323,1.7501811008731378,2,0,1
70479,0,1,1,0,1,0,63.89919961271327,3.1996189016385834,1,0,1
4936,1,1,0,0,0,0,69.46721925376778,1.583517443468176,0,0,0
91309,1,0,1,1,0,0,93.25934677131357,3.582874676171586,3,0,1
3979,0,0,0,1,1,0,87.45713455140194,3.2672887611748487,1,0,0
35743,1,0,1,0,0,1,54.742318871745795,0.8866219519147783,4,1,1
69865,1,0,1,1,1,1,56.43400915952009,3.5026771145976845,5,1,1
41753,0,1,0,1,0,1,61.55843632554101,0.6534967283778942,4,1,1
39886,0,1,0,1,1,1,60.82320692432284,0.45971317648170695,0,1,1
20333,0,0,1,0,0,0,87.26795453545651,3.2140091313310943,5,1,0
16438,1,0,1,0,1,1,94.54408877817707,1.6670364995562392,2,1,1
34588,0,0,0,0,1,1,51.91923425626746,0.8036743102327587,1,0,0
86496,0,0,1,1,0,1,74.1300250310238,4.93712610778443,2,1,1
64150,1,0,0,0,1,1,65.89177215109304,4.349647682705085,5,0,1
83839,1,0,0,0,1,0,39.79424938946103,0.8843756151235738,1,1,0
6374,1,0,0,0,0,0,59.70736125674377,4.7180415331469545,0,1,0
35359,1,0,1,0,0,0,68.12616224720097,3.0302120755834636,4,1,1
701,1,0,1,0,0,1,53.22922522974529,2.5994756768162857,4,0,1
95608,0,0,0,1,0,1,62.38761465563801,1.784189326554713,0,1,1
66477,0,1,0,1,0,0,80.85464714355592,1.6069069991899294,4,0,1
45906,0,1,1,1,0,0,71.88848330313212,0.5149837883404379,4,0,1
57072,1,1,1,0,1,1,83.17103539028663,0.907112682016914,3,1,1
97276,0,1,1,1,0,1,53.417076713519535,1.3454732902023725,5,0,1
79772,1,0,0,0,0,1,50.06863381461285,3.6811702623061966,2,1,1
13871,1,1,0,1,0,1,77.59359106076438,4.799823741211976,5,1,1
96847,0,1,1,0,1,1,81.450333740146,2.3276519835652247,0,0,1
88312,0,1,0,0,0,0,38.01635876949011,1.8552481724924803,2,0,0
63938,1,1,0,1,1,0,62.349024866522164,4.295506174313533,4,0,1
83241,1,1,1,1,0,0,89.13688951422357,3.40374738904206,2,0,1
41357,0,0,0,1,1,0,70.03595006436113,1.2239973742094596,0,0,0
3131,0,1,1,1,0,1,52.64630227043544,2.6908597655646824,2,1,1
83803,1,1,1,0,0,1,46.79240383662218,4.4173723076372875,0,0,1
28174,1,0,1,0,1,1,78.0453516345321,3.299935600736697,0,1,1
25501,1,1,1,0,0,0,75.22412964727991,1.8646501396729054,3,1,1
59232,1,0,0,1,0,0,96.98659545946627,2.1411153826230644,3,0,1
23175,0,1,1,0,1,1,48.819741856700986,4.493010259273581,5,0,1
3758,0,0,1,0,0,0,56.608678783908836,3.5402983973171267,2,1,0
98591,1,0,1,0,1,1,83.75675970200209,2.55023839607446,2,1,1
26563,1,0,0,0,0,1,59.79304074904774,3.390672170979907,1,1,0
60390,0,1,0,1,0,0,42.59764019093133,3.427109316424977,5,0,1
44341,1,1,0,1,1,0,69.77161373609616,2.8366747408752238,3,1,1
96043,1,0,0,1,0,1,56.94225436869098,3.1377662044972765,3,1,1
96854,1,0,1,1,1,0,83.58096258612227,1.7653558392526958,2,0,1
